"SCN","Description","Start Lat","Start Long","End Lat","End Long"
"N14471V","N14471V","53.4106867292728","-2.21990912071357","53.4104667427295","-2.22077900753528"
"N14471X","N14471X","53.4104667182231","-2.2224988011396","53.4104467392379","-2.22118895753824"
"N14441Y","N14441Y","53.4103967434039","-2.2213089411431","53.410416723529","-2.22253879434438"
"N14411R","N14411R","53.410536733506","-2.22084900192925","53.410826717238","-2.21959916350081"
"N14441Z","N14441Z","53.4103667470719","-2.22129894114579","53.4103767286571","-2.22250879634807"
"N14441C","N14441C","53.4104466826798","-2.22515848114535","53.4104567125598","-2.22297874314149"
"N14441D","N14441D","53.4113166120651","-2.22293878226061","53.4105467051175","-2.22275877313258"
"N14441B","N14441B","53.4095668180041","-2.2229187148268","53.4102967334994","-2.22282875475638"
"N14361K","N14361K","53.4116266322026","-2.2189692710336","53.4149462702631","-2.21698964119438"
"N14361J","N14361J","53.4142163503503","-2.21738956404192","53.4149462722586","-2.21684965799547"
"N14441A","N14441A","53.4100767597804","-2.22279874957726","53.4102867353869","-2.22277876035721"
"N14411M","N14411M","53.4139663812976","-2.21727956726015","53.4111266901059","-2.21902924387449"
"N14411N","N14411N","53.4112767098188","-2.21640956425636","53.4108967182746","-2.21894924429327"
"N14361L","N14361L","53.4155261747373","-2.21890943393654","53.4151462461892","-2.2170296443806"
"N14361H","N14361H","53.414716326514","-2.21493987802359","53.414986272119","-2.21652969799528"
"N14361F","N14361F","53.4156861931343","-2.21629975355183","53.4151862470474","-2.21663969278121"
"N14361G","N14361G","53.4172060281894","-2.21533992947076","53.4151462527459","-2.21656969958442"
"N14351X","N14351X","53.4202056978673","-2.21378023654272","53.4207156426362","-2.21345029652705"
"N14382A","N14382A","53.4208556230464","-2.21367027571593","53.4211855385015","-2.21687990362242"
"N14351Z","N14351Z","53.4212255347984","-2.21680991362211","53.420935613502","-2.21368027771218"
"N14351Y","N14351Y","53.417066038655","-2.21575987347332","53.4207156409252","-2.21357028212436"
"N14351W","N14351W","53.4206156776303","-2.21182048816678","53.4207956382248","-2.21310034173144"
"N14151E","N14151E","53.4208556317438","-2.2130603489298","53.4206856694038","-2.21182049096403"
"N14151C","N14151C","53.4203157426915","-2.20973072702024","53.4205756878925","-2.21143053337656"
"N14151D","N14151D","53.4200657315727","-2.21257037617385","53.4205556861075","-2.21172049777125"
"N14321C","N14321C","53.4407934127651","-2.20433219443066","53.4367538592017","-2.20632179380244"
"N14311A","N14311A","53.4366838630058","-2.20663175378153","53.4408833984767","-2.20459216681384"
"N14151B","N14151B","53.4213056136527","-2.2106206597677","53.420655678063","-2.21146053297287"
"N14321B","N14321B","53.4372738006534","-2.20614183622219","53.436673866464","-2.20647177259166"
"N14321D","N14321D","53.4358439620175","-2.2066117225722","53.4363739008674","-2.20653175338377"
"N14321F","N14321F","53.4325243326721","-2.20798142527439","53.4363539015059","-2.20665173817591"
"N14331H","N14331H","53.4362239202092","-2.20641176178937","53.4322943618436","-2.20783143408235"
"N14321R","N14321R","53.4360239150392","-2.20842151246065","53.4365338780674","-2.20681172616803"
"N14331M","N14331M","53.432884272245","-2.20925128720533","53.4323043552474","-2.20821138886239"
"N14331G","N14331G","53.4327043166525","-2.20762147569367","53.4323143582091","-2.20792142407762"
"N14331J","N14331J","53.4323243805735","-2.20627162256356","53.4319943978155","-2.20778142808511"
"N14331K","N14331K","53.4317744166817","-2.20827136046036","53.4321243792557","-2.20801140567308"
"N14331L","N14331L","53.4295446625076","-2.20941113442101","53.4321743712394","-2.20816138966519"
"N14561N","N14561N","53.4318644098131","-2.20801139527346","53.4295046710599","-2.20914116523366"
"N14562P","N14562P","53.4274248975437","-2.21040093081106","53.4293546836967","-2.20949111721961"
"N14341T","N14341T","53.4210955985481","-2.21341031651154","53.427204921688","-2.21052090761062"
"N14561Q","N14561Q","53.4292946941716","-2.20925114363104","53.4273749071282","-2.21014096002233"
"N14341S","N14341S","53.4269549503563","-2.21057089161376","53.4272549178084","-2.21038092641514"
"N14341R","N14341R","53.4269749786715","-2.20842115049532","53.4272449236902","-2.21005096562829"
"N14351V","N14351V","53.4269749515713","-2.210320922423","53.4209556182806","-2.21318033852283"
"N15233N","N15233N","53.3936687600764","-2.21774870080661","53.3933387857442","-2.21866857729494"
"N15233M","N15233M","53.3931287991645","-2.21945847416276","53.3933287833573","-2.21891854690931"
"N15231J","N15231J","53.3933987776966","-2.21873857129121","53.3937587487886","-2.21779869839841"
"N15231K","N15231K","53.3934187771987","-2.21860858768193","53.3937087553762","-2.21774870240181"
"N14351U","N14351U","53.4216255429627","-2.21294039410091","53.4209156211279","-2.21331032132156"
"N15232H","N15232H","53.393828743983","-2.21755872997761","53.3945486841751","-2.21581896740517"
"N15222P","N15222P","53.39460868026","-2.21559899618732","53.394948655843","-2.21450914049513"
"N15231I","N15231I","53.3944886922229","-2.21574897340837","53.3937987490756","-2.21744874197548"
"N15231L","N15231L","53.3930688391284","-2.2171487488467","53.3936287677689","-2.21753872440044"
"N15232G","N15232G","53.3948986632861","-2.21439915169499","53.3945586869904","-2.21553900138987"
"N15221E","N15221E","53.3949886541359","-2.2142991672803","53.3952886328527","-2.21331929679972"
"N15221F","N15221F","53.3951786397917","-2.21373924203213","53.3952986308224","-2.21337929000167"
"N15221Z","N15221Z","53.3951786397917","-2.21373924203213","53.3952986308224","-2.21337929000167"
"N15222Q","N15222Q","53.3952286403306","-2.21328929800445","53.3949386607238","-2.21424917128315"
"N15221A","N15221A","53.3948887223349","-2.21033963828741","53.3952686391939","-2.21303932958782"
"N15221X","N15221X","53.396508489354","-2.21332934427547","53.395448618043","-2.21303933676933"
"N15221D","N15221D","53.396508489354","-2.21332934427547","53.395448618043","-2.21303933676933"
"N15221C","N15221C","53.3956785921573","-2.21295935554192","53.3954386196457","-2.21300933996888"
"N15221B","N15221B","53.3951886578595","-2.21238940436333","53.3952786384464","-2.2130093335853"
"N60341E","N60341E","53.5226846849798","-2.14144304723204","53.5224147115606","-2.14180299302379"
"N62341E","N62341E","53.5439328066734","-2.09828909961855","53.5440927957778","-2.09773917228424"
"N62321N","N62321N","53.5443227772274","-2.09714925260376","53.5446527495104","-2.09637935863936"
"N62341F","N62341F","53.5447627204506","-2.09749922835018","53.5444327598298","-2.09745921977031"
"N62331N","N62331N","53.5425529984544","-2.0962392902561","53.5426629777454","-2.09677922975294"
"N62361D","N62361D","53.5461726309737","-2.09219992326504","53.546582598175","-2.09113006865273"
"N62352L","N62352L","53.5475225223604","-2.08872039679511","53.5481124908771","-2.08609073720148"
"N62351Q","N62351Q","53.549392314575","-2.08788057382286","53.5475825101189","-2.08908035591694"
"N70151W","N70151W","53.4903990777811","-2.09991673459332","53.4904490790963","-2.09941679669675"
"N70151X","N70151X","53.4916789330714","-2.099516834432","53.4906790586774","-2.09895686127451"
"J70281Z","J70281Z","53.4905890751553","-2.09854690690062","53.4906690858935","-2.09714707836341"
"N70151Y","N70151Y","53.4905890832119","-2.09798697419132","53.4904890846084","-2.09870688362973"
"N70111B","N70111B","53.488559269906","-2.10159645831291","53.4887792569906","-2.10069657535146"
"N70111C","N70111C","53.4890592400439","-2.09958672005064","53.4888892503893","-2.10025663266945"
"J70281A","J70281A","53.4909690532185","-2.096967112129","53.4907490802304","-2.09688711284181"
"J70281B","J70281B","53.4907191063477","-2.09531730028129","53.4906090992772","-2.09670712880715"
"N70211I","N70211I","53.4907390972336","-2.09578724461481","53.4907790998703","-2.09527730751531"
"N70231J","N70231J","53.4908591015469","-2.09450740327607","53.4908191383426","-2.09227766961466"
"N70231M","N70231M","53.489859256946","-2.09187767882882","53.4906291645629","-2.09200769436862"
"N70221W","N70221W","53.4906091689289","-2.09186771038148","53.4898792564662","-2.09174769525852"
"N70221X","N70221X","53.4898592857344","-2.089877919141","53.4897392759455","-2.09153771482587"
"N70211H","N70211H","53.4907291484902","-2.09230766236773","53.4908091072805","-2.09451740005136"
"N70231L","N70231L","53.4903092491053","-2.08874807313097","53.490719157294","-2.0917777256474"
"N70221Y","N70221Y","53.4901692013641","-2.09320753156384","53.4897992624156","-2.09198766318358"
"N70231K","N70231K","53.491479063783","-2.09206772155819","53.4909191313375","-2.09194771331422"
"N70212B","N70212B","53.4896892728991","-2.09215763830569","53.4900992078654","-2.0933275143124"
"N70222V","N70222V","53.4897992706198","-2.09141773167269","53.48992927765","-2.08986792317567"
"N70241Q","N70241Q","53.488769425233","-2.08908796994727","53.4897893195877","-2.08809813018366"
"N70222T","N70222T","53.4899692923826","-2.08851808700457","53.4898992866467","-2.0894879676206"
"N70241R","N70241R","53.4899692775546","-2.08954796324445","53.4900292827384","-2.08869806780522"
"N70241P","N70241P","53.4901293026582","-2.08649833619427","53.490039294952","-2.08776817995436"
"N70241C","N70241C","53.4903792387175","-2.0888980579409","53.4901492791423","-2.08796816037603"
"N70241A","N70241A","53.4903792387175","-2.0888980579409","53.4901492791423","-2.08796816037603"
"N70241B","N70241B","53.4907391631475","-2.09120779494737","53.4901592723521","-2.08835811392016"
"N70241N","N70241N","53.4907391631475","-2.09120779494737","53.4901592723521","-2.08835811392016"
"N71161R","N71161R","53.4517040921094","-2.06756905456877","53.4517740775424","-2.06800900458411"
"N71151J","N71151J","53.4519339940457","-2.07249847208629","53.452053987723","-2.07195854175907"
"N71141B","N71141B","53.4507340989119","-2.07500812228043","53.4511640492432","-2.07494814686396"
"N71251W","N71251W","53.4537036986081","-2.07856781497777","53.4538836732783","-2.07885778743929"
"N71242Q","N71242Q","53.4541235858973","-2.08296730373694","53.4545035379279","-2.08319729147976"
"N71242R","N71242R","53.4541235858973","-2.08296730373694","53.4545035379279","-2.08319729147976"
"N71241H","N71241H","53.4541236007257","-2.08193742738854","53.4540436017774","-2.08251735452693"
"N71241M","N71241M","53.4528737086159","-2.08464705155123","53.4538736129745","-2.08312727442742"
"N71241L","N71241L","53.4528737086159","-2.08464705155123","53.4538736129745","-2.08312727442742"
"N71231A","N71231A","53.4526337492002","-2.08378714509582","53.452713733033","-2.08425709190583"
"N71131N","N71131N","53.4494742284051","-2.07629791650876","53.4492942345808","-2.0773377843994"
"N71131Q","N71131Q","53.4487842962429","-2.077217778194","53.449054261201","-2.0774477614972"
"N71111W","N71111W","53.4473244927319","-2.07548792684568","53.4471545161662","-2.07524794878216"
"N71111U","N71111U","53.4466245800338","-2.07513794056703","53.4469245469395","-2.07498797069425"
"N49122G","N49122G","53.4859299892286","-2.07310977485007","53.4861999416403","-2.07420965363769"
"N49123F","N49123F","53.4864798904279","-2.0754795124047","53.4863399208612","-2.07450962326766"
"N49131M","N49131M","53.4854701342539","-2.06680051425321","53.4855201363068","-2.06625058235176"
"N49131Z","N49131Z","53.484890247848","-2.06365086915282","53.4854001573326","-2.06577063515089"
"N49131Y","N49131Y","53.4848602513742","-2.06365086793676","53.4853801572322","-2.0659406139181"
"N49141S","N49141S","53.4856801737398","-2.06235105734545","53.4856701590512","-2.06345092479733"
"N49151B","N49151B","53.4857701718148","-2.06175113307192","53.4857802137686","-2.05876149266212"
"N49151A","N49151A","53.4858001917994","-2.06012133009863","53.4858202086342","-2.05879149068034"
"N49252H","N49252H","53.4834805985337","-2.05083235194592","53.4829906647867","-2.050232404137"
"N49231Q","N49231Q","53.4814707893204","-2.05398189205383","53.4813407982509","-2.05442183393203"
"N49252J","N49252J","53.4813707941477","-2.05446183034411","53.4827906868504","-2.05033238401171"
"N49211W","N49211W","53.4810407372889","-2.0610910206064","53.4811607161175","-2.06158096661356"
"N12861N","N12861N","53.3923698624676","-2.1512666229277","53.3923198491596","-2.15260646024442"
"N12861G","N12861G","53.3919098931801","-2.15289640904569","53.3922698520282","-2.15281643306011"
"N12871M","N12871M","53.3912499578422","-2.15379627468963","53.3910899836545","-2.15330632703564"
"N12871L","N12871L","53.391699917424","-2.15292639703598","53.3912799659116","-2.15298637301699"
"N10111W","N10111W","53.4236766286338","-2.12022160425685","53.4235566197714","-2.12182140745648"
"N10241M","N10241M","53.4215368775154","-2.12040149657892","53.4213568896248","-2.12103141375361"
"N10281G","N10281G","53.4221068589102","-2.11703192383135","53.4219568644776","-2.11787181701591"
"N10251P","N10251P","53.4221968949966","-2.11378231737568","53.422516851364","-2.11420227986325"
"N10251C","N10251C","53.4223968490963","-2.11534213826082","53.4225468428133","-2.11455223907861"
"N10611B","N10611B","53.3957402896691","-2.0938936381158","53.3956502910431","-2.09453355776481"
"N10611Z","N10611Z","53.3941404379734","-2.0966532428549","53.3955902924864","-2.09492350859355"
"N10611D","N10611D","53.3953503142146","-2.09537344498738","53.3956302869246","-2.09498350300941"
"N10621I","N10621I","53.3945304010654","-2.09603333287314","53.3940304508966","-2.09665323843027"
"N12751N","N12751N","53.3739626078853","-2.11063075634434","53.3743025702414","-2.11047078916495"
"N12751M","N12751M","53.3739626080288","-2.11062075754271","53.3742325809047","-2.11030080672778"
"N12751L","N12751L","53.3738026484999","-2.10911093207405","53.3741925903405","-2.10997084466872"
"N12751Q","N12751Q","53.3753124141326","-2.11308051691814","53.37441255775","-2.11044079717525"
"N12751P","N12751P","53.3746625179036","-2.11117071972703","53.3744025589248","-2.11044079677387"
"N12711J","N12711J","53.3766422237374","-2.11546028506124","53.3772021466155","-2.11625021285302"
"N12711M","N12711M","53.3780120784381","-2.11437047067786","53.3773121352716","-2.11614023045059"
"N90931T","N90931T","53.5275068845132","-2.65472142615431","53.5260370561037","-2.65482135684632"
"N90931R","N90931R","53.5257670607727","-2.65678111006488","53.5259070635187","-2.65539128307328"
"N90931Q","N90931Q","53.5246372215304","-2.65477130835117","53.5257070907859","-2.65512130783125"
"N90931S","N90931S","53.5265169990697","-2.65486137071885","53.5260570525058","-2.65491134677625"
"N91331O","N91331O","53.4643454607691","-2.57215890741906","53.4661452820159","-2.56978926287868"
"N90861S","N90861S","53.534707078628","-2.57964075877819","53.5350270331888","-2.58020070381798"
"N90861T","N90861T","53.5351170192619","-2.58044067841626","53.5351470041909","-2.5812705795488"
"N90841A","N90841A","53.5356369957652","-2.5777310254375","53.5351070456091","-2.5786308961888"
"N90821H","N90821H","53.5335271889632","-2.58169046546181","53.5337771645533","-2.58133051864584"
"N93121E","N93121E","53.4883417542516","-2.63584217602342","53.4880117882284","-2.6361921210331"
"N12631Z","N12631Z","53.3813315561381","-2.12358949880844","53.3816715103148","-2.1239994633034"
"N12632E","N12632E","53.3823514087733","-2.12550930958225","53.3825213938208","-2.12515935835589"
"N12632D","N12632D","53.3818314876458","-2.12426943735817","53.3823314200141","-2.12488938309844"
"N12632G","N12632G","53.3823414103783","-2.12547931277717","53.3824314049677","-2.12511935954025"
"N12632F","N12632F","53.3830813212915","-2.12562932448177","53.3826213826463","-2.12511936716224"
"N12621B","N12621B","53.3841711946708","-2.12552938019659","53.3839012150621","-2.12631927466477"
"N12651C","N12651C","53.3843711564041","-2.12655926474939","53.3842711820622","-2.125589377016"
"N12621Z","N12621Z","53.3839911725135","-2.12854901095541","53.3842111650203","-2.12726917321982"
"N12621K","N12621K","53.3839911725135","-2.12854901095541","53.3842811563664","-2.12729917243153"
"N12651U","N12651U","53.3842411830053","-2.1257693542351","53.3843411742686","-2.12555938342054"
"N12611Y","N12611Y","53.3871607755749","-2.13025893311236","53.386390863314","-2.13044887944895"
"N12611X","N12611X","53.3871307790994","-2.13025893190899","53.3862708787023","-2.13035888542519"
"N12131P","N12131P","53.428865234405","-2.17496524242315","53.4285352687544","-2.17527519198752"
"N10741C","N10741C","53.3950608064356","-2.0635372503327","53.3945908622265","-2.06349723617744"
"N10741A","N10741A","53.3945808912052","-2.06156746712521","53.3944408814328","-2.06338724331543"
"N12141V","N12141V","53.4262455222911","-2.17636496938268","53.4267454579558","-2.17675494261225"
"N10741B","N10741B","53.3947108331483","-2.06453711634875","53.3945608622936","-2.06373720619872"
"N10731F","N10731F","53.395030768477","-2.06641690388744","53.3947708209141","-2.06489707561359"
"N10731E","N10731E","53.3934909650924","-2.06532697246803","53.3946308382253","-2.06483707716179"
"N10731D","N10731D","53.3944808716919","-2.06373720297327","53.3946408412277","-2.06454711232789"
"N10733G","N10733G","53.3947108273867","-2.06493706839976","53.3949807739189","-2.06644689827563"
"N10733H","N10733H","53.3954406867557","-2.06874664110438","53.3950807594346","-2.06663687953065"
"N10721L","N10721L","53.3964506081376","-2.06596701507771","53.3955806677166","-2.06892662516939"
"N10721I","N10721I","53.3950207660512","-2.06666687351575","53.3954106885521","-2.06886662551001"
"N10721J","N10721J","53.3956406426687","-2.07017647774078","53.395540664784","-2.06945656002229"
"N10721K","N10721K","53.3958405962801","-2.07176629519393","53.3955806599408","-2.06946656043569"
"N10631W","N10631W","53.4039587046829","-2.13702879538044","53.404338650288","-2.13770872907399"
"N10631S","N10631S","53.405328506736","-2.13960854091892","53.4050085559432","-2.13879862522906"
"N10641K","N10641K","53.4070881606937","-2.14932744565049","53.4083980064797","-2.1493474957919"
"N10641H","N10641H","53.4082380423225","-2.14815763211971","53.4083780139853","-2.14898753817336"
"N10651D","N10651D","53.4084479988861","-2.14946748340275","53.4087179412416","-2.15127727711156"
"N10651Z","N10651Z","53.408477994645","-2.14951747860826","53.4087879375984","-2.15095731830499"
"N10381M","N10381M","53.412187577038","-2.14823778098253","53.4126175491418","-2.14665798778053"
"N10381Z","N10381Z","53.4087879628018","-2.14919752942786","53.4124575720967","-2.14636801615011"
"N10381N","N10381N","53.4116576681056","-2.1462280008441","53.4124675706351","-2.14638801415208"
"N10381L","N10381L","53.4134674749047","-2.14486823663021","53.4125775610042","-2.14615804615799"
"N10381P","N10381P","53.412997517812","-2.14572811459724","53.4126675495693","-2.14621804257159"
"N10381J","N10381J","53.4135474361377","-2.14691799390748","53.4127775327762","-2.14648801459496"
"N10391H","N10391H","53.4127475350122","-2.14657800259424","53.4135374354506","-2.14704797791035"
"N12491J","N12491J","53.4089379141022","-2.15136727513836","53.4094078328169","-2.15318707566217"
"N12491H","N12491H","53.410257723203","-2.15386702817404","53.4095778098347","-2.15339705728764"
"N10392G","N10392G","53.4152972166078","-2.14788794776093","53.4136974175092","-2.1469879915289"
"N12491G","N12491G","53.4091678315269","-2.15524681892187","53.4094678206126","-2.15354703488267"
"N12471C","N12471C","53.409417826631","-2.1535370340773","53.4091178374021","-2.15524681691718"
"N12471A","N12471A","53.4086178662382","-2.15733654615656","53.4091178315331","-2.15565676773364"
"N12471E","N12471E","53.4083179301167","-2.15533677404676","53.4090478426213","-2.1554567889191"
"N10331M","N10331M","53.4140773666977","-2.14741795519077","53.4155271855707","-2.14816792339796"
"N12471D","N12471D","53.4087778757788","-2.15535679008997","53.4090778392393","-2.15544679132149"
"N10321F","N10321F","53.4155071760329","-2.14899782301658","53.4151972010026","-2.14979771459822"
"N12471B","N12471B","53.4094777913788","-2.15550680016126","53.4092078239638","-2.15544679653361"
"N10332E","N10332E","53.4152571929497","-2.14986770860744","53.41563715689","-2.14926779583979"
"N10311R","N10311R","53.4158870972956","-2.15137755272117","53.416647027609","-2.15000774758462"
"N10211Y","N10211Y","53.4158172529276","-2.14108878444654","53.4160871600191","-2.14535828300086"
"N10291B","N10291B","53.4162471430803","-2.14522830501976","53.4158672479121","-2.14102879365233"
"N10211A","N10211A","53.4169870524001","-2.14548830352937","53.4163071304427","-2.14561826063783"
"N10311S","N10311S","53.4158271026277","-2.1514975359167","53.4164470508241","-2.1500277371598"
"N10211X","N10211X","53.4161571591","-2.14484834699756","53.4160871591595","-2.14541827580239"
"N10211Z","N10211Z","53.4169870524001","-2.14548830352937","53.4162871297845","-2.14582823464027"
"N10332C","N10332C","53.4156371669157","-2.14856787982229","53.415667158664","-2.14889784143439"
"N10332D","N10332D","53.4156171695523","-2.14854788141922","53.4156271627914","-2.1489378350303"
"N10332B","N10332B","53.4156771622154","-2.14856788142742","53.4156971549955","-2.14890784143846"
"N10311P","N10311P","53.4159271176569","-2.14962776428511","53.4163970587046","-2.14988775195038"
"N10332A","N10332A","53.4157071586902","-2.14856788263127","53.4157171527886","-2.14889784344076"
"N10311Q","N10311Q","53.4159271169408","-2.1496777582863","53.41638705945","-2.14991774794979"
"N10331K","N10331K","53.415757163414","-2.14782797341917","53.4156571682895","-2.14830791181831"
"N10331H","N10331H","53.4157871594591","-2.14785797102385","53.4157071624141","-2.14830791382476"
"N10311N","N10311N","53.4159671130998","-2.14961776708991","53.4163970592774","-2.14984775674949"
"N10311M","N10311M","53.4159771122112","-2.1495977698907","53.4163970592774","-2.14984775674949"
"N10352G","N10352G","53.4159871598794","-2.14618817940829","53.4158771574777","-2.1472580466206"
"N10331L","N10331L","53.4157571632707","-2.14783797221942","53.415657168576","-2.1482879142178"
"N10331J","N10331J","53.4157771610638","-2.14782797422178","53.4156771662258","-2.14828791502038"
"N10352E","N10352E","53.4160271543196","-2.14624817381525","53.4159271518889","-2.14723805102673"
"N10352F","N10352F","53.4160071569563","-2.14622817541202","53.4158971551276","-2.14725804742325"
"N10211U","N10211U","53.4160871378148","-2.14690809703984","53.4163171208155","-2.14620819025373"
"N10211W","N10211W","53.4160571421994","-2.14684810303433","53.4161071452056","-2.14622817942561"
"N10211V","N10211V","53.4160871378148","-2.14690809703984","53.4161371416803","-2.14622818062969"
"N91381R","N91381R","53.5242494708129","-2.49637038272873","53.5243394775724","-2.49513053564488"
"N92121P","N92121P","53.5243694800591","-2.49470058862456","53.5244694892822","-2.49320077325401"
"N91381Q","N91381Q","53.5243795002896","-2.49317077332139","53.5242894904497","-2.49463059390474"
"N92121M","N92121M","53.5239795493045","-2.49303077442391","53.5243495056378","-2.49304078779891"
"N92121N","N92121N","53.5256493529849","-2.49302084143624","53.5245794805395","-2.49290081372637"
"N92121K","N92121K","53.5244195258096","-2.49101103508804","53.5244195021604","-2.49270083151328"
"N92111J","N92111J","53.5244994920496","-2.4927508286428","53.5245095153619","-2.49100103983959"
"N92111I","N92111I","53.5237796069766","-2.49059106045725","53.5243595359468","-2.49079105922412"
"N92121L","N92121L","53.5241795266161","-2.49297078953223","53.5243395076537","-2.49298079463239"
"N92142T","N92142T","53.5245195192236","-2.49064108359865","53.5245395284868","-2.489811184367"
"N92141F","N92141F","53.5244895244322","-2.49052109687125","53.5244795358251","-2.48979118441129"
"N92111H","N92111H","53.5244195395246","-2.49003115313665","53.524419532527","-2.49053109290782"
"N92131D","N92131D","53.5247395183952","-2.48885130788968","53.5254694526745","-2.48741151012692"
"N91361G","N91361G","53.5242395681174","-2.48950120988441","53.5238696088448","-2.48970117121004"
"N90361F","N90361F","53.5416456476336","-2.62388569585925","53.5426755179732","-2.62449566255167"
"N92141E","N92141E","53.5253594654749","-2.48742150458577","53.5245195395172","-2.48919125826238"
"N90361N","N90361N","53.5427354946949","-2.62566552382057","53.5427955013571","-2.62467564553637"
"N90361M","N90361M","53.5433854328992","-2.62460567702932","53.5429954803173","-2.62449567505466"
"N90361E","N90361E","53.5419856024954","-2.62425566453086","53.5425455183006","-2.62557552724957"
"N90941N","N90941N","53.5235973616049","-2.65349142213902","53.5232074128883","-2.65310145395977"
"N90941M","N90941M","53.5253671342501","-2.65487132472589","53.5232174130946","-2.65300146640274"
"N90941O","N90941O","53.5239773636406","-2.65011184435245","53.5231574290059","-2.65236154120841"
"N90941L","N90941L","53.5221375043587","-2.65559111216387","53.5228274513783","-2.65355138492064"
"N90941J","N90941J","53.5215176168603","-2.65273143274331","53.5226374825856","-2.65291145466323"
"N90941K","N90941K","53.5215476142984","-2.65266144234868","53.5225174983651","-2.652791464454"
"N90961K","N90961K","53.5224675071527","-2.65258148781874","53.5215476170644","-2.65246146645473"
"N90962H","N90962H","53.5201977752202","-2.65251140785834","53.5212276522278","-2.65264143229801"
"N90951G","N90951G","53.5199378333359","-2.65052163757928","53.5199478119661","-2.65198146200217"
"N90951C","N90951C","53.5195478019216","-2.65611094865698","53.519747824435","-2.6527813577942"
"N90951D","N90951D","53.5196278306721","-2.65335128442248","53.5196478366163","-2.65275135751623"
"N90951E","N90951E","53.5204277496787","-2.65240143007236","53.5201477827629","-2.65239142037453"
"N90951B","N90951B","53.5181180184389","-2.65262131361281","53.5194778609063","-2.6524413882595"
"N90951A","N90951A","53.5181180184389","-2.65262131361281","53.5194778609063","-2.6524413882595"
"N90951Z","N90951Z","53.5192378877626","-2.65254136686218","53.5195078550253","-2.65261136893848"
"N90492A","N90492A","53.5429053286536","-2.63620425954212","53.5426053474757","-2.63739410433726"
"N90411C","N90411C","53.5432552953615","-2.63563434193868","53.5434352829058","-2.63500442493422"
"N90241D","N90241D","53.5489948377595","-2.61991646184924","53.5492248129124","-2.61975649013706"
"N90231N","N90231N","53.5477949666311","-2.62080630760719","53.5475949851747","-2.62116625637635"
"N90231Z","N90231Z","53.5472150337746","-2.62088627528605","53.5474050054535","-2.62131623086052"
"N90351C","N90351C","53.5378659844833","-2.63167460898948","53.5381259512562","-2.63186459623209"
"N90342P","N90342P","53.541195601497","-2.63103481617328","53.5408356374866","-2.63149474665123"
"N90331A","N90331A","53.542625478118","-2.62779526269243","53.5427154762584","-2.6271653421724"
"N90311E","N90311E","53.5441852770826","-2.62905517169716","53.5444252552149","-2.62859523654071"
"N90312P","N90312P","53.5446652071564","-2.6300250734797","53.5441752741022","-2.62935513513151"
"N90331W","N90331W","53.5438153389156","-2.62773531641264","53.542995435964","-2.62769528920343"
"N90131S","N90131S","53.5493846158266","-2.63261494551762","53.5487546741715","-2.63375478342555"
"N90141E","N90141E","53.5501145296426","-2.63263497162279","53.5496945853034","-2.63218500948587"
"N90141H","N90141H","53.5505344745361","-2.63304493858308","53.5497145808714","-2.63233499217707"
"N91141O","N91141O","53.4958325839841","-2.5128172837681","53.4955426273138","-2.51215735183154"
"N91141Q","N91141Q","53.4958825937471","-2.51169742056577","53.495502637187","-2.51178739480302"
"N91141S","N91141S","53.4953226699534","-2.51095748765165","53.4952526664532","-2.51179738377835"
"N91161X","N91161X","53.495132673584","-2.51229731887196","53.4948426937275","-2.51329718709605"
"N91141P","N91141P","53.4958525964377","-2.51175741216402","53.4955426310852","-2.51188738433577"
"N91141R","N91141R","53.4953126698724","-2.51104747642416","53.4953626532353","-2.51181738569178"
"N91161V","N91161V","53.4944527370867","-2.51347715010886","53.4947027051669","-2.51365713825882"
"N91161W","N91161W","53.494452738204","-2.51339715973956","53.4947027074015","-2.51349715752033"
"N91161A","N91161A","53.4950726809208","-2.51227731892279","53.4948126978149","-2.51325719073311"
"N91161T","N91161T","53.4948926551668","-2.51563690735806","53.494822690633","-2.51368713936045"
"N91161Y","N91161Y","53.494922652057","-2.51560691214778","53.4948426875822","-2.51373713412674"
"N91162U","N91162U","53.494972631793","-2.51663679011328","53.4949326464122","-2.51592687401691"
"N91162Z","N91162Z","53.4947426959927","-2.51397710130678","53.4948626586955","-2.51563690617993"
"N91121Q","N91121Q","53.494952611526","-2.51825659430084","53.495002589031","-2.5194464530024"
"N91121S","N91121S","53.4946726228214","-2.51980639670709","53.4931727871128","-2.52067623308803"
"N91271E","N91271E","53.4983122051343","-2.51905662992269","53.4987321544744","-2.51914663558016"
"N91251K","N91251K","53.5013518542472","-2.51857680710736","53.5041415324831","-2.51811697209207"
"N91251H","N91251H","53.5049714342908","-2.51815699988337","53.5045614836367","-2.51807699340887"
"N91211T","N91211T","53.5040614905148","-2.52179652582446","53.5041614696781","-2.52244645148177"
"N91211P","N91211P","53.504801381133","-2.52339636222019","53.5043614400099","-2.52288640635322"
"N91211N","N91211N","53.5036015257805","-2.52314634519893","53.504181462719","-2.52277641252996"
"N91291K","N91291K","53.5019917017666","-2.52410616638326","53.5010418029082","-2.52486603757385"
"N91221S","N91221S","53.5027916146409","-2.52360625800121","53.5024716483746","-2.52388621172065"
"N91291D","N91291D","53.5004118954376","-2.52354617177698","53.5008318266335","-2.52493602090093"
